lesmis/lesmis_0001.wav|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|7.63
lesmis/lesmis_1681.wav|Livre deuxième--L'intestin de Léviathan Chapitre III Bruneseau|Livre deuxième--L'intestin de Léviathan Chapitre III Bruneseau|9.9
lesmis/lesmis_1682.wav|L'égout de Paris, au moyen âge, était légendaire. Au seizième siècle Henri II essaya un sondage qui avorta.|L'égout de Paris, au moyen âge, était légendaire. Au seizième siècle Henri II essaya un sondage qui avorta.|8.81
lesmis/lesmis_1683.wav|Il n'y a pas cent ans, le cloaque, Mercier l'atteste, était abandonné à lui-même et devenait ce qu'il pouvait.|Il n'y a pas cent ans, le cloaque, Mercier l'atteste, était abandonné à lui-même et devenait ce qu'il pouvait.|8.63
lesmis/lesmis_1684.wav|Tel était cet ancien Paris, livré aux querelles, aux indécisions et aux tâtonnements. Il fut longtemps assez bête.|Tel était cet ancien Paris, livré aux querelles, aux indécisions et aux tâtonnements. Il fut longtemps assez bête.|8.85
lesmis/lesmis_1685.wav|Plus tard, 89 montra comment l'esprit vient aux villes. Mais, au bon vieux temps,|Plus tard, quatre-vingt-neuf montra comment l'esprit vient aux villes. Mais, au bon vieux temps,|8.0
lesmis/lesmis_1686.wav|la capitale avait peu de tête; elle ne savait faire ses affaires ni moralement ni matériellement,|la capitale avait peu de tête; elle ne savait faire ses affaires ni moralement ni matériellement,|7.5
lesmis/lesmis_1687.wav|et pas mieux balayer les ordures que les abus. Tout était obstacle, tout faisait question. L'égout, par exemple,|et pas mieux balayer les ordures que les abus. Tout était obstacle, tout faisait question. L'égout, par exemple,|9.48
lesmis/lesmis_1688.wav|était réfractaire à tout itinéraire. On ne parvenait pas plus à s'orienter dans la voirie qu'à s'entendre dans la ville;|était réfractaire à tout itinéraire. On ne parvenait pas plus à s'orienter dans la voirie qu'à s'entendre dans la ville;|9.81
lesmis/lesmis_1689.wav|en haut l'inintelligible, en bas l'inextricable; sous la confusion des langues il y avait la confusion des caves;|en haut l'inintelligible, en bas l'inextricable; sous la confusion des langues il y avait la confusion des caves;|9.0
lesmis/lesmis_1690.wav|Dédale doublait Babel. Quelquefois, l'égout de Paris se mêlait de déborder,|Dédale doublait Babel. Quelquefois, l'égout de Paris se mêlait de déborder,|6.7
lesmis/lesmis_1691.wav|comme si ce Nil méconnu était subitement pris de colère. Il y avait, chose infâme, des inondations d'égout. Par moments,|comme si ce Nil méconnu était subitement pris de colère. Il y avait, chose infâme, des inondations d'égout. Par moments,|9.64
lesmis/lesmis_1692.wav|cet estomac de la civilisation digérait mal, le cloaque refluait dans le gosier de la ville, et Paris avait l'arrière-goût de sa fange.|cet estomac de la civilisation digérait mal, le cloaque refluait dans le gosier de la ville, et Paris avait l'arrière-goût de sa fange.|9.98
lesmis/lesmis_1693.wav|Ces ressemblances de l'égout avec le remords avaient du bon; c'étaient des avertissements; fort mal pris du reste;|Ces ressemblances de l'égout avec le remords avaient du bon; c'étaient des avertissements; fort mal pris du reste;|8.03
lesmis/lesmis_1694.wav|la ville s'indignait que sa boue eût tant d'audace, et n'admettait pas que l'ordure revînt. Chassez-la mieux.|la ville s'indignait que sa boue eût tant d'audace, et n'admettait pas que l'ordure revînt. Chassez-la mieux.|9.21
lesmis/lesmis_1695.wav|L'inondation de 1802 est un des souvenirs actuels des Parisiens de quatre-vingts ans. La fange se répandit en croix place des Victoires,|L'inondation de deux est un des souvenirs actuels des Parisiens de quatre-vingts ans. La fange se répandit en croix place des Victoires,|9.31
lesmis/lesmis_1696.wav|où est la statue de Louis XIV;|où est la statue de Louis XIV;|2.49
lesmis/lesmis_1697.wav|elle entra rue Saint-Honoré par les deux bouches d'égout des Champs-Élysées, rue Saint-Florentin par l'égout Saint-Florentin, rue Pierre-à-Poisson par l'égout de la Sonnerie, rue Popincourt par l'égout du Chemin-Vert,|elle entra rue Saint-Honoré par les deux bouches d'égout des Champs- lysées, rue Saint-Florentin par l'égout Saint-Florentin, rue Pierre-à-Poisson par l'égout de la Sonnerie, rue Popincourt par l'égout du Chemin-Vert,|14.76
lesmis/lesmis_1698.wav|rue de la Roquette par l'égout de la rue de Lappe; elle couvrit le caniveau de la rue des Champs-Élysées jusqu'à une hauteur de trente-cinq centimètres;|rue de la Roquette par l'égout de la rue de Lappe; elle couvrit le caniveau de la rue des Champs- lysées jusqu'à une hauteur de trente-cinq centimètres;|9.45
lesmis/lesmis_1699.wav|et, au midi, par le vomitoire de la Seine faisant sa fonction en sens inverse,|et, au midi, par le vomitoire de la Seine faisant sa fonction en sens inverse,|5.98
lesmis/lesmis_1700.wav|elle pénétra rue Mazarine, rue de l'Échaudé, et rue des Marais,|elle pénétra rue Mazarine, rue de l' chaudé, et rue des Marais,|4.92
lesmis/lesmis_1701.wav|où elle s'arrêta à une longueur de cent neuf mètres, précisément à quelques pas de la maison qu'avait habitée Racine, respectant, dans le dix-septième siècle, le poète plus que le roi.|où elle s'arrêta à une longueur de cent neuf mètres, précisément à quelques pas de la maison qu'avait habitée Racine, respectant, dans le dix-septième siècle, le poète plus que le roi.|12.36
lesmis/lesmis_1702.wav|Elle atteignit son maximum de profondeur rue Saint-Pierre où elle s'éleva à trois pieds au-dessus des dalles de la gargouille,|Elle atteignit son maximum de profondeur rue Saint-Pierre où elle s'éleva à trois pieds au-dessus des dalles de la gargouille,|7.15
lesmis/lesmis_1703.wav|et son maximum d'étendue rue Saint-Sabin où elle s'étala sur une longueur de deux cent trente-huit mètres. Au commencement de ce siècle,|et son maximum d'étendue rue Saint-Sabin où elle s'étala sur une longueur de deux cent trente-huit mètres. Au commencement de ce siècle,|8.03
lesmis/lesmis_1704.wav|l'égout de Paris était encore un lieu mystérieux. La boue ne peut jamais être bien famée; mais ici le mauvais renom allait jusqu'à l'effroi.|l'égout de Paris était encore un lieu mystérieux. La boue ne peut jamais être bien famée; mais ici le mauvais renom allait jusqu'à l'effroi.|9.14
lesmis/lesmis_1705.wav|Paris savait confusément qu'il avait sous lui une cave terrible.|Paris savait confusément qu'il avait sous lui une cave terrible.|4.31
lesmis/lesmis_1706.wav|On en parlait comme de cette monstrueuse souille de Thèbes où fourmillaient des scolopendres de quinze pieds de long et qui eût pu servir de baignoire à Béhémoth.|On en parlait comme de cette monstrueuse souille de Thèbes où fourmillaient des scolopendres de quinze pieds de long et qui eût pu servir de baignoire à Béhémoth.|10.6
lesmis/lesmis_1707.wav|Les grosses bottes des égoutiers ne s'aventuraient jamais au delà de certains points connus. On était encore très voisin du temps où les tombereaux des boueurs,|Les grosses bottes des égoutiers ne s'aventuraient jamais au delà de certains points connus. On était encore très voisin du temps où les tombereaux des boueurs,|9.31
lesmis/lesmis_1708.wav|du haut desquels Sainte-Foix fraternisait avec le marquis de Créqui, se déchargeaient tout simplement dans l'égout.|du haut desquels Sainte-Foix fraternisait avec le marquis de Créqui, se déchargeaient tout simplement dans l'égout.|7.57
lesmis/lesmis_1709.wav|Quant au curage, on confiait cette fonction aux averses, qui encombraient plus qu'elles ne balayaient.|Quant au curage, on confiait cette fonction aux averses, qui encombraient plus qu'elles ne balayaient.|7.06
lesmis/lesmis_1710.wav|Rome laissait encore quelque poésie à son cloaque et l'appelait Gémonies; Paris insultait le sien et l'appelait le Trou punais.|Rome laissait encore quelque poésie à son cloaque et l'appelait Gémonies; Paris insultait le sien et l'appelait le Trou punais.|9.48
lesmis/lesmis_1711.wav|La science et la superstition étaient d'accord pour l'horreur. Le Trou punais ne répugnait pas moins à l'hygiène qu'à la légende.|La science et la superstition étaient d'accord pour l'horreur. Le Trou punais ne répugnait pas moins à l'hygiène qu'à la légende.|9.15
lesmis/lesmis_1712.wav|Le Moine bourru était éclos sous la voussure fétide de l'égout Mouffetard;|Le Moine bourru était éclos sous la voussure fétide de l'égout Mouffetard;|5.26
lesmis/lesmis_1713.wav|les cadavres des Marmousets avaient été jetés dans l'égout de la Barillerie;|les cadavres des Marmousets avaient été jetés dans l'égout de la Barillerie;|4.96
lesmis/lesmis_1714.wav|Fagon avait attribué la redoutable fièvre maligne de 1685|Fagon avait attribué la redoutable fièvre maligne de quatre-vingt-cinq|6.22
lesmis/lesmis_1715.wav|au grand hiatus de l'égout du Marais qui resta béant jusqu'en 1833 rue Saint-Louis presque en face de l'enseigne du Messager galant.|au grand hiatus de l'égout du Marais qui resta béant jusqu'en trente-trois rue Saint-Louis presque en face de l'enseigne du Messager galant.|10.81
lesmis/lesmis_1716.wav|La bouche d'égout de la rue de la Mortellerie était célèbre par les pestes qui en sortaient;|La bouche d'égout de la rue de la Mortellerie était célèbre par les pestes qui en sortaient;|6.06
lesmis/lesmis_1717.wav|avec sa grille de fer à pointes qui simulait une rangée de dents, elle était dans cette rue fatale comme une gueule de dragon soufflant l'enfer sur les hommes.|avec sa grille de fer à pointes qui simulait une rangée de dents, elle était dans cette rue fatale comme une gueule de dragon soufflant l'enfer sur les hommes.|8.73
lesmis/lesmis_1718.wav|L'imagination populaire assaisonnait le sombre évier parisien d'on ne sait quel hideux mélange d'infini.|L'imagination populaire assaisonnait le sombre évier parisien d'on ne sait quel hideux mélange d'infini.|8.57
lesmis/lesmis_1719.wav|L'égout était sans fond. L'égout, c'était le barathrum.|L'égout était sans fond. L'égout, c'était le barathrum.|5.0
lesmis/lesmis_1720.wav|L'idée d'explorer ces régions lépreuses ne venait pas même à la police.|L'idée d'explorer ces régions lépreuses ne venait pas même à la police.|5.12
lesmis/lesmis_1721.wav|Tenter cet inconnu, jeter la sonde dans cette ombre, aller à la découverte dans cet abîme, qui l'eût osé? C'était effrayant.|Tenter cet inconnu, jeter la sonde dans cette ombre, aller à la découverte dans cet abîme, qui l'eût osé? C'était effrayant.|9.09
lesmis/lesmis_1722.wav|Quelqu'un se présenta pourtant. Le cloaque eut son Christophe Colomb. Un jour, en 1805,|Quelqu'un se présenta pourtant. Le cloaque eut son Christophe Colomb. Un jour, en cinq,|8.15
lesmis/lesmis_1723.wav|dans une de ces rares apparitions que l'empereur faisait à Paris, le ministre de l'intérieur, un Decrès ou un Crétet quelconque,|dans une de ces rares apparitions que l'empereur faisait à Paris, le ministre de l'intérieur, un Decrès ou un Crétet quelconque,|9.28
lesmis/lesmis_1724.wav|vint au petit lever du maître.|vint au petit lever du maître.|2.25
lesmis/lesmis_1725.wav|On entendait dans le Carrousel le traînement des sabres de tous ces soldats extraordinaires de la grande république et du grand empire;|On entendait dans le Carrousel le traînement des sabres de tous ces soldats extraordinaires de la grande république et du grand empire;|8.93
lesmis/lesmis_1726.wav|il y avait encombrement de héros à la porte de Napoléon; hommes du Rhin, de l'Escaut, de l'Adige et du Nil;|il y avait encombrement de héros à la porte de Napoléon; hommes du Rhin, de l'Escaut, de l'Adige et du Nil;|8.65
lesmis/lesmis_1727.wav|compagnons de Joubert, de Desaix, de Marceau, de Hoche, de Kléber; aérostiers de Fleurus,|compagnons de Joubert, de Desaix, de Marceau, de Hoche, de Kléber; aérostiers de Fleurus,|8.13
lesmis/lesmis_1728.wav|grenadiers de Mayence,|grenadiers de Mayence,|1.91
lesmis/lesmis_1729.wav|pontonniers de Gênes, hussards que les Pyramides avaient regardés, artilleurs qu'avait éclaboussés le boulet de Junot,|pontonniers de Gênes, hussards que les Pyramides avaient regardés, artilleurs qu'avait éclaboussés le boulet de Junot,|8.19
lesmis/lesmis_1730.wav|cuirassiers qui avaient pris d'assaut la flotte à l'ancre dans le Zuyderzée; les uns avaient suivi Bonaparte sur le pont de Lodi,|cuirassiers qui avaient pris d'assaut la flotte à l'ancre dans le Zuyderzée; les uns avaient suivi Bonaparte sur le pont de Lodi,|8.99
lesmis/lesmis_1731.wav|les autres avaient accompagné Murat dans la tranchée de Mantoue, les autres avaient devancé Lannes dans le chemin creux de Montebello.|les autres avaient accompagné Murat dans la tranchée de Mantoue, les autres avaient devancé Lannes dans le chemin creux de Montebello.|8.25
lesmis/lesmis_1732.wav|Toute l'armée d'alors était là, dans la cour des Tuileries, représentée par une escouade ou par un peloton, et gardant Napoléon au repos;|Toute l'armée d'alors était là, dans la cour des Tuileries, représentée par une escouade ou par un peloton, et gardant Napoléon au repos;|9.04
lesmis/lesmis_1733.wav|et c'était l'époque splendide où la grande armée avait derrière elle Marengo et devant elle Austerlitz.--Sire, dit le ministre de l'intérieur à Napoléon,|et c'était l'époque splendide où la grande armée avait derrière elle Marengo et devant elle Austerlitz.--Sire, dit le ministre de l'intérieur à Napoléon,|9.7
lesmis/lesmis_1734.wav|j'ai vu hier l'homme le plus intrépide de votre empire.--Qu'est-ce que cet homme? dit brusquement l'empereur, et qu'est-ce qu'il a|j'ai vu hier l'homme le plus intrépide de votre empire.--Qu'est-ce que cet homme? dit brusquement l'empereur, et qu'est-ce qu'il a|8.98
lesmis/lesmis_1735.wav|--Il veut faire une chose, sire.--Laquelle?--Visiter les égouts de Paris.|--Il veut faire une chose, sire.--Laquelle?--Visiter les égouts de Paris.|6.57
lesmis/lesmis_1736.wav|Cet homme existait et se nommait Bruneseau.|Cet homme existait et se nommait Bruneseau.|6.48
lesmis/lesmis_1737.wav|Livre deuxième--L'intestin de Léviathan Chapitre IV Détails ignorés|Livre deuxième--L'intestin de Léviathan Chapitre IV Détails ignorés|9.3
